filename,speed,steer,throttle,brake
images/img_000000.png,20.044056555269346,0.0,0.0,0.0
images/img_000001.png,25.3109250681272,0.0,0.0,0.0
images/img_000002.png,33.226793432148405,0.0,0.0,0.0
images/img_000003.png,24.90793525702268,0.0,0.0,0.0
images/img_000004.png,4.967740739032731,0.0,0.0,0.0
images/img_000005.png,1.2358077756691817,0.000870533986017108,0.8500000238418579,0.0
images/img_000006.png,1.2358077756691817,0.000870533986017108,0.8500000238418579,0.0
images/img_000007.png,3.8996583484819127,0.0006220098002813756,0.8500000238418579,0.0
images/img_000008.png,5.5190810164956305,0.0006220098002813756,0.8500000238418579,0.0
images/img_000009.png,4.778179211957434,-0.0002485241857357323,0.8500000238418579,0.0
images/img_000010.png,4.9490950393674495,-0.0002485241857357323,0.8500000238418579,0.0
images/img_000011.png,4.917855182927927,-0.0002485241857357323,0.8500000238418579,0.0
images/img_000012.png,5.581797348654983,0.001066182041540742,0.8500000238418579,0.0
images/img_000013.png,6.918658366893405,0.001066182041540742,0.8500000238418579,0.0
images/img_000014.png,9.127941796089981,0.0017372046131640673,0.8500000238418579,0.0
images/img_000015.png,9.944951789577203,0.0017372046131640673,0.8500000238418579,0.0
images/img_000016.png,9.894021368877462,0.0017372046131640673,0.8500000238418579,0.0
images/img_000017.png,10.504429772485128,0.0010457792086526752,0.8500000238418579,0.0
images/img_000018.png,10.504429772485128,0.0010457792086526752,0.8500000238418579,0.0
images/img_000019.png,13.798031223621324,0.0010457792086526752,0.8500000238418579,0.0
images/img_000020.png,14.643228173362669,0.0006012359517626464,0.8500000238418579,0.0
images/img_000021.png,20.18480493005974,0.0006012359517626464,0.8500000238418579,0.0
images/img_000022.png,22.960063330301544,0.0019150564912706614,0.8500000238418579,0.0
images/img_000023.png,28.254849758575215,0.0019150564912706614,0.8500000238418579,0.0
images/img_000024.png,34.83270210852009,0.0027379493694752455,0.8500000238418579,0.0
images/img_000025.png,38.86270461368156,0.0027379493694752455,0.8500000238418579,0.0
images/img_000026.png,43.035632479910554,0.0021762249525636435,0.8500000238418579,0.0
images/img_000027.png,49.709941797996656,0.0021762249525636435,0.8500000238418579,0.0
images/img_000028.png,52.53751047229676,0.0011455166386440396,0.8500000238418579,0.0
images/img_000029.png,61.635798820718335,0.0011455166386440396,0.8500000238418579,0.0
images/img_000030.png,69.30983220279394,0.007902082987129688,0.8500000238418579,0.0
images/img_000031.png,73.62010720875621,0.007902082987129688,0.8500000238418579,0.0
images/img_000032.png,81.25158729474738,0.00740740867331624,0.8500000238418579,0.0
images/img_000033.png,88.90943703656187,0.00740740867331624,0.8500000238418579,0.0
images/img_000034.png,101.11486593619996,0.006261546164751053,0.8500000238418579,0.0
images/img_000035.png,108.71884942950845,0.006261546164751053,0.8500000238418579,0.0
images/img_000036.png,117.21429848715857,0.004483542405068874,0.8500000238418579,0.0
images/img_000037.png,124.85410011504142,0.004483542405068874,0.8500000238418579,0.0
images/img_000038.png,138.7941048904593,0.003853054717183113,0.8500000238418579,0.0
images/img_000039.png,142.7908333368776,0.003853054717183113,0.8500000238418579,0.0
images/img_000040.png,155.15004318330537,0.002452918328344822,0.8500000238418579,0.0
images/img_000041.png,164.56161956628605,0.002357272431254387,0.8500000238418579,0.0
images/img_000042.png,175.0752957054699,0.002357272431254387,0.8500000238418579,0.0
images/img_000043.png,182.32698906497535,0.0014527320163324475,0.8500000238418579,0.0
images/img_000044.png,183.93309172954292,0.001338650705292821,0.8500000238418579,0.0
images/img_000045.png,183.77442221324273,0.001338650705292821,0.8500000238418579,0.0
images/img_000046.png,183.67040237069807,0.0009249683353118598,0.8500000238418579,0.0
images/img_000047.png,204.95783673950163,0.0008006644784472883,0.8500000238418579,0.0
